"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Full/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2020-06-03";"204.5222";"85.31";"0.13";"871";"23.48";"347.8";"35.6";"239.7489";"3735.53";"6473.35"
"E";"2020-06-02";"204.1974";"85.17";"0.14";"871";"23.44";"336.47";"8.8";"239.7489";"3735.53";"6473.35"
"E";"2020-06-01";"203.867";"85.03";"0.25";"871";"23.41";"616.34";"9.1";"239.7489";"3735.53";"6473.35"
"E";"2020-05-31";"203.2405";"84.77";"0.24";"871";"23.33";"584.09";"12.7";"239.7584";"3735.68";"6473.57"
"E";"2020-05-30";"202.6676";"84.53";"0.25";"871";"23.27";"618.64";"25.2";"239.7584";"3735.68";"6473.57"
"E";"2020-05-29";"202.0621";"84.28";"0.05";"871";"23.2";"230.66";"105.6";"239.7584";"3735.68";"6473.57"
"E";"2020-05-28";"201.9311";"84.22";"-0.05";"871";"23.18";"138.27";"256.4";"239.7584";"3735.68";"6473.57"
"E";"2020-05-27";"202.0493";"84.27";"0";"871";"23.2";"113.7";"114.4";"239.7584";"3735.68";"6473.57"
"E";"2020-05-26";"202.0462";"84.27";"0.15";"871";"23.2";"372.26";"23.4";"239.7584";"3735.68";"6473.57"
"E";"2020-05-25";"201.6929";"84.12";"0.22";"871";"23.16";"557.6";"25.8";"239.7584";"3735.68";"6473.57"
"E";"2020-05-24";"201.1511";"83.84";"0.29";"871";"23.09";"814.35";"124.1";"239.918";"3738.22";"6477.29"
"E";"2020-05-23";"200.45";"83.55";"0.42";"871";"23.01";"1045.53";"27.5";"239.918";"3738.22";"6477.29"
"E";"2020-05-22";"199.4211";"83.19";"0.41";"871";"22.9";"994.37";"12.7";"239.7146";"3738.22";"6477.29"
"E";"2020-05-21";"198.4395";"82.78";"0.32";"871";"22.78";"769.22";"12.7";"239.7146";"3738.22";"6477.29"
"E";"2020-05-20";"197.6769";"82.46";"0.18";"871";"22.7";"453.68";"12";"239.7146";"3738.22";"6477.29"
"E";"2020-05-19";"197.2293";"82.28";"0.16";"871";"22.64";"442.97";"48.4";"239.7146";"3738.22";"6477.29"
"E";"2020-05-18";"196.8265";"82.11";"0.26";"871";"22.6";"614.7";"2.8";"239.7146";"3738.22";"6477.29"
"E";"2020-05-17";"196.1807";"81.87";"0.34";"871";"22.52";"823.33";"0.3";"239.6272";"3736.83";"6475.25"
"E";"2020-05-16";"195.3514";"81.52";"0.25";"871";"22.43";"610.66";"12.8";"239.6272";"3736.83";"6475.25"
"E";"2020-05-15";"194.7403";"81.27";"0.09";"871";"22.36";"283.61";"62";"239.6272";"3736.83";"6475.25"
"E";"2020-05-14";"194.5127";"81.17";"0.04";"871";"22.33";"199.72";"105.5";"239.6272";"3736.83";"6475.25"
"E";"2020-05-13";"194.4126";"81.13";"0.02";"871";"22.32";"225.04";"176.5";"239.6272";"3736.83";"6475.25"
"E";"2020-05-12";"194.3585";"81.11";"-0.14";"871";"22.31";"66.35";"411.5";"239.6208";"3736.83";"6475.25"
"E";"2020-05-11";"194.6967";"81.25";"0.24";"871";"22.35";"580.14";"9.2";"239.6208";"3736.83";"6475.25"
"E";"2020-05-10";"194.0959";"80.99";"0.52";"871";"22.28";"1257.22";"0.5";"239.6512";"3737.31";"6475.96"
"E";"2020-05-09";"192.8357";"80.47";"0.5";"871";"22.14";"1193.38";"0";"239.6512";"3737.31";"6475.96"
"E";"2020-05-08";"191.6408";"79.97";"0.38";"871";"22";"916.51";"1";"239.6512";"3737.31";"6475.96"
"E";"2020-05-07";"190.7028";"79.58";"0.17";"871";"21.89";"413.17";"2";"239.6482";"3737.27";"6475.88"
"E";"2020-05-06";"190.2774";"79.4";"0.09";"871";"21.85";"285.81";"59.7";"239.6482";"3737.27";"6475.88"
"E";"2020-05-05";"190.0371";"79.3";"0.09";"871";"21.82";"283.18";"57.7";"239.6482";"3737.27";"6475.88"
"E";"2020-05-04";"189.8031";"79.2";"0.17";"871";"21.79";"417.24";"15.6";"239.6482";"3737.27";"6475.88"
"E";"2020-05-03";"189.3868";"79.06";"0.28";"871";"21.74";"668.67";"9.4";"239.5342";"3735.45";"6473.23"
"E";"2020-05-02";"188.7134";"78.78";"0.29";"871";"21.67";"703.5";"2.2";"239.5342";"3735.45";"6473.23"
"E";"2020-05-01";"187.998";"78.48";"0.35";"871";"21.58";"830.48";"0.7";"239.5342";"3735.45";"6473.23"
"E";"2020-04-30";"187.155";"78.18";"0.27";"871";"21.49";"655.57";"1.2";"239.3948";"3735.45";"6473.23"
"E";"2020-04-29";"186.4936";"77.9";"0.22";"871";"21.41";"548.14";"17.8";"239.3948";"3735.45";"6473.23"
"E";"2020-04-28";"185.9568";"77.68";"0.14";"871";"21.35";"348.74";"17.1";"239.3948";"3782.25";"6473.23"
"E";"2020-04-27";"185.63";"77.54";"0.14";"871";"21.31";"344.47";"19.9";"239.3948";"3782.25";"6473.23"
"E";"2020-04-26";"185.2993";"77.42";"0.26";"871";"21.27";"641.75";"8.4";"239.353";"3781.59";"6472.26"
"E";"2020-04-25";"184.6441";"77.14";"0.31";"871";"21.2";"747.69";"2.7";"239.353";"3781.59";"6472.26"
"E";"2020-04-24";"183.8971";"76.83";"0.25";"871";"21.11";"603.38";"0.8";"239.353";"3781.59";"6472.26"
"E";"2020-04-23";"183.2862";"76.58";"0.19";"871";"21.04";"456.11";"3.7";"239.353";"3781.59";"6472.26"
"E";"2020-04-22";"182.8255";"76.38";"0.26";"871";"20.99";"646.02";"16.8";"239.353";"3781.59";"6472.26"
"E";"2020-04-21";"182.1787";"76.11";"0.28";"871";"20.92";"667.78";"8.1";"239.353";"3781.59";"6472.26"
"E";"2020-04-20";"181.5208";"75.84";"0.23";"871";"20.84";"580.52";"26.1";"239.353";"3781.59";"6472.26"
"E";"2020-04-19";"180.9481";"75.61";"0.41";"871";"20.77";"977.69";"1.9";"239.3112";"3780.92";"6471.28"
"E";"2020-04-18";"179.9693";"75.2";"0.43";"871";"20.66";"1043.49";"16.2";"239.3112";"3780.92";"6471.28"
"E";"2020-04-17";"178.951";"74.78";"0.18";"871";"20.55";"430.66";"8.2";"239.3112";"3780.92";"6471.28"
"E";"2020-04-16";"178.5256";"74.6";"0.15";"871";"20.5";"356.39";"5.5";"239.3112";"3780.92";"6471.28"
"E";"2020-04-15";"178.1666";"74.45";"0.02";"871";"20.46";"152.24";"93.4";"239.3112";"3780.92";"6471.28"
"E";"2020-04-14";"178.0995";"74.42";"0.04";"871";"20.45";"237.23";"142.2";"239.3112";"3780.92";"6471.28"
"E";"2020-04-13";"178.0976";"74.42";"0.27";"871";"20.45";"667.08";"17.3";"239.3112";"3780.92";"6471.28"
"E";"2020-04-12";"177.441";"74.17";"0.38";"871";"20.37";"915.05";"6.2";"239.2466";"3779.89";"6469.78"
"E";"2020-04-11";"176.524";"73.78";"0.32";"871";"20.27";"770.61";"11.9";"239.2466";"3779.89";"6469.78"
"E";"2020-04-10";"175.7572";"73.46";"0.27";"871";"20.18";"660.07";"13.1";"239.2466";"3779.89";"6469.78"
"E";"2020-04-09";"175.102";"73.19";"0.2";"871";"20.1";"492";"5.3";"239.2466";"3779.89";"6469.78"
"E";"2020-04-08";"174.5992";"72.98";"0.16";"871";"20.05";"389.56";"8.4";"239.2466";"3779.89";"6469.78"
"E";"2020-04-07";"174.2166";"72.82";"0.15";"871";"20";"403.78";"36.9";"239.2466";"3779.89";"6469.78"
"E";"2020-04-06";"173.8484";"72.66";"0.16";"871";"19.96";"395.29";"8";"239.2466";"3779.89";"6469.78"
"E";"2020-04-05";"173.4531";"72.5";"0.16";"871";"19.91";"425.82";"31.3";"239.2618";"3780.13";"6470.13"
"E";"2020-04-04";"173.0506";"72.33";"0.07";"871";"19.87";"250.57";"93.3";"239.2618";"3780.13";"6470.13"
"E";"2020-04-03";"172.8854";"72.26";"-0.11";"871";"19.85";"128.18";"391.5";"239.2618";"3780.13";"6470.13"
"E";"2020-04-02";"173.1496";"72.37";"-0.17";"871";"19.88";"154.36";"559.9";"239.2618";"3780.13";"6470.13"
"E";"2020-04-01";"173.0509";"72.53";"-0.22";"871";"19.87";"416.86";"950.2";"238.5938";"3768.76";"6443.01"
"E";"2020-03-31";"171.8947";"71.55";"-0.63";"871";"19.74";"48.8";"1553.8";"240.2319";"3768.91";"6402.11"
"E";"2020-03-30";"173.4666";"72.14";"-0.43";"871";"19.92";"14.02";"1040.5";"240.4669";"3727.8";"6415.67"
"E";"2020-03-29";"174.3931";"72.52";"-0.07";"871";"20.02";"179.29";"352.9";"240.4807";"3728.01";"6415.98"
"E";"2020-03-28";"174.5667";"72.59";"0.04";"871";"20.04";"197.53";"92.5";"240.4807";"3606.68";"6214.38"
"E";"2020-03-27";"174.4616";"72.55";"-0.15";"871";"20.03";"63.71";"420.9";"240.4807";"3728.01";"6415.98"
"E";"2020-03-26";"174.8188";"72.7";"-0.33";"871";"20.07";"15.74";"809.1";"240.4807";"3728.01";"6415.98"
"E";"2020-03-25";"175.6226";"73.03";"-0.36";"871";"20.16";"45.13";"910.3";"240.4807";"3728.01";"6415.98"
"E";"2020-03-24";"176.4989";"73.39";"-0.32";"871";"20.26";"41.75";"810.2";"240.4802";"3728.01";"6415.98"
"E";"2020-03-23";"177.2774";"73.72";"-0.39";"871";"20.35";"69.83";"996.2";"240.4802";"3728.01";"6415.98"
"E";"2020-03-22";"178.2488";"74.12";"-0.15";"871";"20.46";"89.55";"462.2";"240.4763";"3727.95";"6415.9"
"E";"2020-03-21";"178.6307";"74.28";"-0.15";"871";"20.51";"97.15";"454.5";"240.4763";"3727.95";"6415.9"
"E";"2020-03-20";"178.9998";"74.44";"-0.15";"871";"20.55";"55.42";"422.8";"240.4763";"3727.95";"6415.9"
"E";"2020-03-19";"179.3776";"74.59";"-0.16";"871";"20.59";"39.01";"415";"240.4763";"3727.95";"6415.9"
"E";"2020-03-18";"179.7708";"74.76";"-0.07";"871";"20.64";"50.47";"220.6";"240.4763";"3727.95";"6415.9"
"E";"2020-03-17";"179.9515";"74.83";"-0.1";"871";"20.66";"109.61";"350.6";"240.4763";"3727.95";"6415.9"
"E";"2020-03-16";"180.2031";"74.94";"-0.11";"871";"20.69";"116.27";"375.7";"240.4763";"3727.95";"6415.9"
"E";"2020-03-15";"180.4731";"75.06";"-0.06";"871";"20.72";"166.3";"316.1";"240.4488";"3727.53";"6415.28"
"E";"2020-03-14";"180.6187";"75.12";"-0.19";"871";"20.74";"64.14";"516.8";"240.4488";"3727.53";"6415.28"
"E";"2020-03-13";"181.0806";"75.31";"-0.17";"871";"20.79";"12.45";"413.7";"240.4488";"3727.53";"6415.28"
"E";"2020-03-12";"181.4844";"75.48";"-0.03";"871";"20.84";"125.57";"199.4";"240.4488";"3727.53";"6415.28"
"E";"2020-03-11";"181.5591";"75.51";"-0.05";"871";"20.84";"143.02";"257";"240.4488";"3727.53";"6415.28"
"E";"2020-03-10";"181.6836";"75.56";"-0.14";"871";"20.86";"68.63";"414.2";"240.4488";"3727.53";"6415.28"
"E";"2020-03-09";"182.0418";"75.71";"-0.24";"871";"20.9";"10.22";"582.5";"240.4488";"3727.53";"6415.28"
"E";"2020-03-08";"182.6193";"75.94";"-0.04";"871";"20.97";"126.08";"213.4";"240.4684";"3727.83";"6415.72"
"E";"2020-03-07";"182.7172";"75.98";"-0.17";"871";"20.98";"11.16";"426.1";"240.4684";"3727.83";"6415.72"
"E";"2020-03-06";"183.1427";"76.16";"-0.23";"871";"21.03";"69.59";"611.9";"240.4684";"3727.83";"6415.72"
"E";"2020-03-05";"183.6956";"76.39";"-0.39";"871";"21.09";"21.98";"951.4";"240.4684";"3727.83";"6415.72"
"E";"2020-03-04";"184.6355";"76.78";"-0.31";"871";"21.2";"25.21";"779.6";"240.4684";"3727.83";"6415.72"
"E";"2020-03-03";"185.4005";"77.1";"-0.26";"871";"21.29";"36.23";"659.1";"240.4684";"3727.83";"6415.72"
"E";"2020-03-02";"186.0341";"77.36";"-0.5";"871";"21.36";"11.11";"1207.4";"240.4684";"3727.83";"6415.72"
"E";"2020-03-01";"187.4259";"77.95";"-0.17";"871";"21.52";"89.25";"492.5";"240.4468";"3727.5";"6415.23"
"E";"2020-02-29";"187.826";"78.12";"-0.05";"871";"21.56";"141.18";"260.5";"240.4468";"3727.5";"6415.23"
"E";"2020-02-28";"187.9509";"78.17";"-0.55";"871";"21.58";"51.93";"1370.4";"240.4468";"3727.5";"6415.23"
"E";"2020-02-27";"189.3044";"78.73";"-0.62";"871";"21.73";"35.59";"1523.1";"240.4468";"3727.5";"6415.23"
"E";"2020-02-26";"190.7807";"79.34";"-0.42";"871";"21.9";"11.44";"1013.9";"240.4468";"3727.5";"6415.23"
"E";"2020-02-25";"191.7831";"79.76";"-0.18";"871";"22.02";"46.51";"489";"240.4468";"3727.5";"6415.23"
"E";"2020-02-24";"192.2429";"79.95";"-0.21";"871";"22.07";"18.87";"519.3";"240.4468";"3727.5";"6415.23"
"E";"2020-02-23";"192.8004";"80.18";"-0.02";"871";"22.14";"119.58";"177.7";"240.4448";"3727.47";"6415.19"
"E";"2020-02-22";"192.8734";"80.22";"-0.06";"871";"22.14";"74.27";"226.6";"240.4448";"3727.47";"6415.19"
"E";"2020-02-21";"193.0406";"80.28";"-0.19";"871";"22.16";"26.12";"475.8";"240.4448";"3727.47";"6415.19"
"E";"2020-02-20";"193.5052";"80.48";"-0.2";"871";"22.22";"37.84";"516";"240.4448";"3727.47";"6415.19"
"E";"2020-02-19";"193.9939";"80.68";"-0.21";"871";"22.27";"23.32";"519.1";"240.4448";"3727.47";"6415.19"
"E";"2020-02-18";"194.4886";"80.89";"-0.25";"871";"22.33";"45.53";"637.8";"240.4448";"3727.47";"6415.19"
"E";"2020-02-17";"195.0809";"81.13";"-0.18";"871";"22.4";"21.73";"446.2";"240.4448";"3727.47";"6415.19"
"E";"2020-02-16";"195.5055";"81.31";"0.02";"871";"22.45";"225.09";"185.3";"240.4448";"3727.47";"6415.19"
"E";"2020-02-15";"195.4657";"81.29";"-0.04";"871";"22.44";"187.45";"290.6";"240.4448";"3727.47";"6415.19"
"E";"2020-02-14";"195.5689";"81.34";"-0.26";"871";"22.45";"52.59";"667.8";"240.4448";"3727.47";"6415.19"
"E";"2020-02-13";"196.184";"81.59";"-0.39";"871";"22.52";"46.25";"990.7";"240.4448";"3727.47";"6415.19"
"E";"2020-02-12";"197.1285";"81.98";"-0.37";"871";"22.63";"16.6";"903.6";"240.4448";"3727.47";"6415.19"
"E";"2020-02-11";"198.068";"82.38";"-0.34";"871";"22.74";"15.92";"822.8";"240.4448";"3727.47";"6415.19"
"E";"2020-02-10";"198.832";"82.69";"-0.21";"871";"22.83";"29.74";"541.4";"240.4448";"3727.47";"6415.19"
"E";"2020-02-09";"199.3436";"82.91";"-0.13";"871";"22.89";"81.28";"400.7";"240.4448";"3727.47";"6415.19"
"E";"2020-02-08";"199.6631";"83.04";"-0.31";"871";"22.92";"13.1";"753.1";"240.4448";"3727.47";"6415.19"
"E";"2020-02-07";"200.4984";"83.39";"-0.47";"871";"23.02";"12.03";"1136.9";"240.4448";"3727.47";"6415.19"
"E";"2020-02-06";"201.5748";"83.83";"-0.73";"871";"23.14";"3.99";"1765.7";"240.4448";"3774.27";"6415.19"
"E";"2020-02-05";"203.3809";"84.59";"-0.51";"871";"23.35";"17.49";"1234.1";"240.4448";"3727.47";"6415.19"
"E";"2020-02-04";"204.5682";"85.08";"-0.38";"871";"23.49";"12.06";"930.4";"240.4448";"3727.47";"6415.19"
"E";"2020-02-03";"205.4865";"85.46";"-0.31";"871";"23.59";"18.02";"759.6";"240.4448";"3727.47";"6415.19"
"E";"2020-02-02";"206.2282";"85.77";"-0.07";"871";"23.68";"73.76";"250.5";"240.4448";"3727.47";"6415.19"
"E";"2020-02-01";"206.4049";"85.84";"-0.04";"871";"23.7";"84.56";"172.7";"240.4448";"3727.47";"6415.19"
"E";"2020-01-31";"206.4931";"85.88";"-0.16";"871";"23.71";"91.15";"466";"240.4448";"3727.47";"6442.98"
"E";"2020-01-30";"206.8693";"86.04";"-0.45";"871";"23.75";"40.75";"1127.7";"240.4448";"3727.47";"6442.98"
"E";"2020-01-29";"208.0004";"86.51";"-0.52";"871";"23.88";"38.21";"1292.9";"240.4448";"3727.47";"6442.98"
"E";"2020-01-28";"209.2318";"87.02";"-0.57";"871";"24.02";"38.19";"1401.2";"240.4448";"3727.47";"6442.98"
"E";"2020-01-27";"210.6158";"87.59";"-0.38";"871";"24.18";"64.12";"970.2";"240.4448";"3727.47";"6442.98"
"E";"2020-01-26";"211.5437";"87.98";"-0.38";"871";"24.29";"45.95";"960.6";"240.4409";"3727.41";"6442.9"
"E";"2020-01-25";"212.4825";"88.37";"-0.48";"871";"24.4";"27.91";"1189.9";"240.4409";"3727.41";"6442.9"
"E";"2020-01-24";"213.6515";"88.86";"-0.71";"871";"24.53";"15.41";"1717";"240.4409";"3727.41";"6442.9"
"E";"2020-01-23";"215.349";"89.56";"-0.69";"871";"24.72";"21.35";"1674.8";"240.4409";"3727.41";"6442.9"
"E";"2020-01-22";"217.0288";"90.27";"-0.63";"871";"24.92";"23.83";"1541.3";"240.4128";"3727.19";"6442.46"
"E";"2020-01-21";"218.5754";"90.91";"-0.72";"871";"25.09";"8.72";"1738.6";"240.4409";"3727.41";"6442.9"
"E";"2020-01-20";"220.2508";"91.6";"-0.65";"871";"25.29";"7.76";"1574.9";"240.4409";"3727.41";"6442.9"
"E";"2020-01-19";"221.8318";"92.26";"-0.38";"871";"25.47";"3.06";"904.8";"240.437";"3727.35";"6442.81"
"E";"2020-01-18";"222.7448";"92.64";"-0.26";"871";"25.57";"20.6";"635.2";"240.437";"3727.35";"6442.81"
"E";"2020-01-17";"223.4026";"92.92";"-0.28";"871";"25.65";"15.4";"696.6";"240.437";"3727.35";"6442.81"
"E";"2020-01-16";"224.0722";"93.19";"-0.23";"871";"25.73";"36.73";"598.5";"240.437";"3727.35";"6442.81"
"E";"2020-01-15";"224.6339";"93.43";"-0.21";"871";"25.79";"12.97";"513";"240.437";"3727.35";"6442.81"
"E";"2020-01-14";"225.1548";"93.64";"-0.18";"871";"25.85";"14.49";"452.9";"240.437";"3727.35";"6442.81"
"E";"2020-01-13";"225.6072";"93.83";"-0.24";"871";"25.9";"16.37";"600.9";"240.437";"3727.35";"6442.81"
"E";"2020-01-12";"226.1917";"94.09";"-0.25";"871";"25.97";"21.4";"628.4";"240.4095";"3726.92";"6442.19"
"E";"2020-01-11";"226.7987";"94.34";"-0.21";"871";"26.04";"25.24";"519.8";"240.4095";"3726.92";"6442.19"
"E";"2020-01-10";"227.2933";"94.54";"-0.14";"871";"26.1";"11.6";"354.3";"240.4095";"3726.92";"6442.19"
"E";"2020-01-09";"227.6464";"94.69";"-0.17";"871";"26.14";"34.99";"439.9";"240.4095";"3726.92";"6442.19"
"E";"2020-01-08";"228.0617";"94.86";"-0.38";"871";"26.18";"14.73";"932.1";"240.4095";"3726.92";"6442.19"
"E";"2020-01-07";"228.993";"95.25";"-0.39";"871";"26.29";"23.02";"962.7";"240.4095";"3726.92";"6442.19"
"E";"2020-01-06";"229.9156";"95.63";"-0.32";"871";"26.4";"7.32";"772.7";"240.4115";"3726.92";"6442.19"
"E";"2020-01-05";"230.666";"95.94";"-0.16";"871";"26.48";"27.54";"416.9";"240.4233";"3727.11";"6442.45"
"E";"2020-01-04";"231.1051";"96.12";"-0.15";"871";"26.53";"40.81";"394.4";"240.4233";"3727.11";"6442.45"
"E";"2020-01-03";"231.4726";"96.28";"-0.24";"871";"26.58";"21.08";"609.9";"240.4233";"3727.11";"6442.45"
"E";"2020-01-02";"232.0819";"96.53";"-0.37";"871";"26.65";"16.58";"913.9";"240.4233";"3727.11";"6442.45"
"E";"2020-01-01";"233.0003";"96.91";"-0.22";"871";"26.75";"14.55";"551.1";"240.4233";"3727.11";"6442.45"
"E";"2019-12-31";"233.5577";"97.14";"-0.09";"893";"26.15";"125.82";"342.5";"240.4233";"3727.11";"6442.45"
"E";"2019-12-30";"233.776";"97.24";"-0.13";"893";"26.18";"63.95";"373.6";"240.4233";"3727.11";"6442.45"
"E";"2019-12-29";"234.0857";"97.37";"-0.08";"893";"26.21";"64.13";"258.6";"240.4194";"3727.05";"6442.36"
"E";"2019-12-28";"234.2839";"97.45";"-0.07";"893";"26.24";"83.38";"240.2";"240.4194";"3727.05";"6442.36"
"E";"2019-12-27";"234.4371";"97.51";"-0.05";"893";"26.25";"40.44";"161.6";"240.4194";"3727.05";"6442.36"
"E";"2019-12-26";"234.5448";"97.56";"0.04";"893";"26.26";"194.67";"97.3";"240.4194";"3727.05";"6442.36"
"E";"2019-12-25";"234.4474";"97.52";"0.05";"893";"26.25";"203.1";"86";"240.4194";"3727.05";"6442.36"
"E";"2019-12-24";"234.3302";"97.47";"0.04";"893";"26.24";"200.5";"93.8";"240.4194";"3727.05";"6442.36"
"E";"2019-12-23";"234.2337";"97.43";"0.01";"893";"26.23";"132.87";"97.4";"240.4194";"3727.05";"6442.36"
"E";"2019-12-22";"234.2016";"97.41";"0.04";"893";"26.23";"203.62";"112.1";"240.4213";"3727.08";"6442.41"
"E";"2019-12-21";"234.1101";"97.37";"0.05";"893";"26.22";"222.38";"111.3";"240.4213";"3727.08";"6442.41"
"E";"2019-12-20";"233.9991";"97.33";"0";"893";"26.2";"107.62";"115.3";"240.4213";"3727.08";"6442.41"
"E";"2019-12-19";"234.0059";"97.33";"0";"893";"26.2";"158.63";"146.8";"240.4213";"3727.08";"6442.41"
"E";"2019-12-18";"233.9952";"97.33";"-0.09";"893";"26.2";"43.93";"257.3";"240.4213";"3727.08";"6442.41"
"E";"2019-12-17";"234.2176";"97.42";"-0.06";"893";"26.23";"144.64";"280.2";"240.4213";"3727.08";"6442.41"
"E";"2019-12-16";"234.3489";"97.48";"-0.06";"893";"26.24";"104.23";"256.7";"240.4183";"3727.08";"6442.41"
"E";"2019-12-15";"234.51";"97.54";"0.05";"893";"26.26";"252.26";"143.9";"240.4164";"3727.05";"6442.36"
"E";"2019-12-14";"234.4012";"97.5";"0";"893";"26.25";"146.44";"156.7";"240.4164";"3727.05";"6442.36"
"E";"2019-12-13";"234.4118";"97.5";"-0.16";"893";"26.25";"56.44";"429.5";"240.4164";"3727.05";"6442.36"
"E";"2019-12-12";"234.7983";"97.66";"-0.15";"893";"26.29";"69.94";"426.5";"240.4164";"3727.05";"6442.36"
"E";"2019-12-11";"235.1676";"97.82";"-0.2";"893";"26.33";"35.49";"513.7";"240.4164";"3727.05";"6442.36"
"E";"2019-12-10";"235.6428";"98.01";"-0.17";"893";"26.39";"39.21";"451.1";"240.4164";"3727.05";"6442.36"
"E";"2019-12-09";"236.055";"98.19";"-0.05";"893";"26.43";"76.12";"198.9";"240.4164";"3727.05";"6442.36"
"E";"2019-12-08";"236.1778";"98.23";"0.14";"893";"26.45";"430.18";"96.7";"240.4242";"3727.17";"6442.54"
"E";"2019-12-07";"235.844";"98.09";"0.07";"893";"26.41";"283.4";"105";"240.4242";"3727.17";"6442.54"
"E";"2019-12-06";"235.6659";"98.02";"-0.17";"893";"26.39";"48.69";"461.3";"240.4242";"3727.17";"6442.54"
"E";"2019-12-05";"236.0807";"98.19";"-0.17";"893";"26.44";"35.21";"432.7";"240.4242";"3727.17";"6442.54"
"E";"2019-12-04";"236.4762";"98.36";"-0.08";"893";"26.48";"27.93";"213.9";"240.4242";"3727.17";"6442.54"
"E";"2019-12-03";"236.6569";"98.43";"-0.03";"893";"26.5";"124.57";"202.4";"240.4242";"3727.17";"6442.54"
"E";"2019-12-02";"236.7397";"98.47";"-0.13";"893";"26.51";"22.82";"332.1";"240.4242";"3727.17";"6442.54"
"E";"2019-12-01";"237.049";"98.59";"-0.14";"893";"26.55";"35.13";"365.8";"240.436";"3727.35";"6442.81"
"E";"2019-11-30";"237.3801";"98.73";"-0.1";"893";"26.58";"21.06";"260.8";"240.436";"3727.35";"6432.01"
"E";"2019-11-29";"237.6203";"98.83";"-0.01";"893";"26.61";"49.53";"75.1";"240.436";"3727.35";"6432.01"
"E";"2019-11-28";"237.6502";"98.84";"0.06";"893";"26.61";"149.19";"11.8";"240.436";"3727.35";"6432.01"
"E";"2019-11-27";"237.5128";"98.78";"0.08";"893";"26.6";"200.56";"16.2";"240.436";"3727.35";"6432.01"
"E";"2019-11-26";"237.3285";"98.71";"-0.03";"893";"26.58";"59.73";"125.9";"240.436";"3727.35";"6432.01"
"E";"2019-11-25";"237.3946";"98.74";"-0.08";"893";"26.58";"22.72";"207.5";"240.436";"3727.35";"6432.01"
"E";"2019-11-24";"237.5794";"98.81";"0.06";"893";"26.6";"164.87";"13.8";"240.4498";"3727.56";"6432.32"
"E";"2019-11-23";"237.4284";"98.74";"0.08";"893";"26.59";"216.78";"24.7";"240.4498";"3727.56";"6432.32"
"E";"2019-11-22";"237.2363";"98.66";"-0.04";"893";"26.57";"59.87";"167.9";"240.4498";"3727.56";"6432.32"
"E";"2019-11-21";"237.348";"98.71";"-0.24";"893";"26.58";"7.42";"580.2";"240.4498";"3727.56";"6432.32"
"E";"2019-11-20";"237.9209";"98.95";"-0.2";"893";"26.64";"6.1";"479.4";"240.4498";"3727.56";"6432.32"
"E";"2019-11-19";"238.3906";"99.14";"-0.1";"893";"26.7";"1.23";"245.3";"240.4498";"3727.56";"6432.32"
"E";"2019-11-18";"238.6334";"99.24";"-0.03";"893";"26.72";"9.67";"91.8";"240.4498";"3727.56";"6432.32"
"E";"2019-11-17";"238.7155";"99.29";"0.02";"893";"26.73";"74.54";"38.4";"240.4301";"3727.26";"6431.87"
"E";"2019-11-16";"238.6794";"99.27";"0.02";"893";"26.73";"89.17";"38.4";"240.4301";"3727.26";"6431.87"
"E";"2019-11-15";"238.6287";"99.25";"-0.05";"893";"26.72";"37.12";"152";"240.4301";"3727.26";"6431.87"
"E";"2019-11-14";"238.7476";"99.3";"-0.06";"893";"26.74";"20.57";"167.2";"240.4301";"3727.26";"6431.87"
"E";"2019-11-13";"238.8983";"99.36";"-0.13";"893";"26.75";"9.06";"327";"240.4301";"3727.26";"6431.87"
"E";"2019-11-12";"239.2163";"99.5";"-0.1";"893";"26.79";"15.19";"254.5";"240.4301";"3727.26";"6431.87"
"E";"2019-11-11";"239.4556";"99.59";"-0.07";"893";"26.81";"20.74";"183.5";"240.4301";"3727.26";"6431.87"
"E";"2019-11-10";"239.6183";"99.65";"0.01";"893";"26.83";"68.87";"52.3";"240.4557";"3727.65";"6432.45"
"E";"2019-11-09";"239.6018";"99.64";"0.06";"893";"26.83";"166.72";"33.2";"240.4557";"3727.65";"6432.45"
"E";"2019-11-08";"239.4683";"99.59";"-0.01";"893";"26.82";"52.52";"71.6";"240.4557";"3727.65";"6432.45"
"E";"2019-11-07";"239.4885";"99.6";"-0.02";"893";"26.82";"35.36";"80.5";"240.4557";"3727.65";"6432.45"
"E";"2019-11-06";"239.3503";"99.54";"0.01";"893";"26.8";"45.15";"21.9";"240.4557";"3727.65";"6432.45"
"E";"2019-11-05";"239.524";"99.61";"0";"893";"26.82";"55.4";"53.6";"240.4536";"3727.65";"6432.45"
"E";"2019-11-04";"239.5192";"99.65";"0.07";"893";"26.82";"168.45";"12";"240.3693";"3727.65";"6432.45"
"E";"2019-11-03";"239.3644";"99.58";"0.16";"893";"26.8";"399.67";"7.4";"240.3693";"3727.65";"6432.45"
"E";"2019-11-02";"238.9721";"99.42";"0.17";"893";"26.76";"410.25";"7.5";"240.3693";"3727.65";"6432.45"
